index,Country,Home,Away,Time,League,Season,Result,DT,Away_points,Home_points,Winner
0,England,Arsenal,Everton,21.05. 14:00,Premier League,2016/2017,3-1,2017-05-21 14:00:00,1,3,home
1,England,Burnley,West Ham,21.05. 14:00,Premier League,2016/2017,1-2,2017-05-21 14:00:00,2,1,away
2,England,Chelsea,Sunderland,21.05. 14:00,Premier League,2016/2017,5-1,2017-05-21 14:00:00,1,5,home
3,England,Hull,Tottenham,21.05. 14:00,Premier League,2016/2017,1-7,2017-05-21 14:00:00,7,1,away
4,England,Leicester,Bournemouth,21.05. 14:00,Premier League,2016/2017,1-1,2017-05-21 14:00:00,1,1,draw
5,England,Liverpool,Middlesbrough,21.05. 14:00,Premier League,2016/2017,3-0,2017-05-21 14:00:00,0,3,home
6,England,Manchester Utd,Crystal Palace,21.05. 14:00,Premier League,2016/2017,2-0,2017-05-21 14:00:00,0,2,home
7,England,Southampton,Stoke,21.05. 14:00,Premier League,2016/2017,0-1,2017-05-21 14:00:00,1,0,away
8,England,Swansea,West Brom,21.05. 14:00,Premier League,2016/2017,2-1,2017-05-21 14:00:00,1,2,home
9,England,Watford,Manchester City,21.05. 14:00,Premier League,2016/2017,0-5,2017-05-21 14:00:00,5,0,away
10,England,Leicester,Tottenham,18.05. 18:45,Premier League,2016/2017,1-6,2017-05-18 18:45:00,6,1,away
11,England,Southampton,Manchester Utd,17.05. 18:45,Premier League,2016/2017,0-0,2017-05-17 18:45:00,0,0,draw
12,England,Manchester City,West Brom,16.05. 19:00,Premier League,2016/2017,3-1,2017-05-16 19:00:00,1,3,home
13,England,Arsenal,Sunderland,16.05. 18:45,Premier League,2016/2017,2-0,2017-05-16 18:45:00,0,2,home
14,England,Chelsea,Watford,15.05. 19:00,Premier League,2016/2017,4-3,2017-05-15 19:00:00,3,4,home
15,England,Tottenham,Manchester Utd,14.05. 15:30,Premier League,2016/2017,2-1,2017-05-14 15:30:00,1,2,home
16,England,West Ham,Liverpool,14.05. 13:15,Premier League,2016/2017,0-4,2017-05-14 13:15:00,4,0,away
17,England,Crystal Palace,Hull,14.05. 11:00,Premier League,2016/2017,4-0,2017-05-14 11:00:00,0,4,home
18,England,Stoke,Arsenal,13.05. 16:30,Premier League,2016/2017,1-4,2017-05-13 16:30:00,4,1,away
19,England,Bournemouth,Burnley,13.05. 14:00,Premier League,2016/2017,2-1,2017-05-13 14:00:00,1,2,home
20,England,Middlesbrough,Southampton,13.05. 14:00,Premier League,2016/2017,1-2,2017-05-13 14:00:00,2,1,away
21,England,Sunderland,Swansea,13.05. 14:00,Premier League,2016/2017,0-2,2017-05-13 14:00:00,2,0,away
22,England,Manchester City,Leicester,13.05. 11:30,Premier League,2016/2017,2-1,2017-05-13 11:30:00,1,2,home
23,England,West Brom,Chelsea,12.05. 19:00,Premier League,2016/2017,0-1,2017-05-12 19:00:00,1,0,away
24,England,Everton,Watford,12.05. 18:45,Premier League,2016/2017,1-0,2017-05-12 18:45:00,0,1,home
25,England,Southampton,Arsenal,10.05. 18:45,Premier League,2016/2017,0-2,2017-05-10 18:45:00,2,0,away
26,England,Chelsea,Middlesbrough,08.05. 19:00,Premier League,2016/2017,3-0,2017-05-08 19:00:00,0,3,home
27,England,Arsenal,Manchester Utd,07.05. 15:00,Premier League,2016/2017,2-0,2017-05-07 15:00:00,0,2,home
28,England,Liverpool,Southampton,07.05. 12:30,Premier League,2016/2017,0-0,2017-05-07 12:30:00,0,0,draw
29,England,Swansea,Everton,06.05. 16:30,Premier League,2016/2017,1-0,2017-05-06 16:30:00,0,1,home
30,England,Bournemouth,Stoke,06.05. 14:00,Premier League,2016/2017,2-2,2017-05-06 14:00:00,2,2,draw
31,England,Burnley,West Brom,06.05. 14:00,Premier League,2016/2017,2-2,2017-05-06 14:00:00,2,2,draw
32,England,Hull,Sunderland,06.05. 14:00,Premier League,2016/2017,0-2,2017-05-06 14:00:00,2,0,away
33,England,Leicester,Watford,06.05. 14:00,Premier League,2016/2017,3-0,2017-05-06 14:00:00,0,3,home
34,England,Manchester City,Crystal Palace,06.05. 11:30,Premier League,2016/2017,5-0,2017-05-06 11:30:00,0,5,home
35,England,West Ham,Tottenham,05.05. 19:00,Premier League,2016/2017,1-0,2017-05-05 19:00:00,0,1,home
36,England,Watford,Liverpool,01.05. 19:00,Premier League,2016/2017,0-1,2017-05-01 19:00:00,1,0,away
37,England,Tottenham,Arsenal,30.04. 15:30,Premier League,2016/2017,2-0,2017-04-30 15:30:00,0,2,home
38,England,Everton,Chelsea,30.04. 13:05,Premier League,2016/2017,0-3,2017-04-30 13:05:00,3,0,away
39,England,Middlesbrough,Manchester City,30.04. 13:05,Premier League,2016/2017,2-2,2017-04-30 13:05:00,2,2,draw
40,England,Manchester Utd,Swansea,30.04. 11:00,Premier League,2016/2017,1-1,2017-04-30 11:00:00,1,1,draw
41,England,Crystal Palace,Burnley,29.04. 16:30,Premier League,2016/2017,0-2,2017-04-29 16:30:00,2,0,away
42,England,Southampton,Hull,29.04. 14:00,Premier League,2016/2017,0-0,2017-04-29 14:00:00,0,0,draw
43,England,Stoke,West Ham,29.04. 14:00,Premier League,2016/2017,0-0,2017-04-29 14:00:00,0,0,draw
44,England,Sunderland,Bournemouth,29.04. 14:00,Premier League,2016/2017,0-1,2017-04-29 14:00:00,1,0,away
45,England,West Brom,Leicester,29.04. 14:00,Premier League,2016/2017,0-1,2017-04-29 14:00:00,1,0,away
46,England,Manchester City,Manchester Utd,27.04. 19:00,Premier League,2016/2017,0-0,2017-04-27 19:00:00,0,0,draw
47,England,Crystal Palace,Tottenham,26.04. 19:00,Premier League,2016/2017,0-1,2017-04-26 19:00:00,1,0,away
48,England,Arsenal,Leicester,26.04. 18:45,Premier League,2016/2017,1-0,2017-04-26 18:45:00,0,1,home
49,England,Middlesbrough,Sunderland,26.04. 18:45,Premier League,2016/2017,1-0,2017-04-26 18:45:00,0,1,home
50,England,Chelsea,Southampton,25.04. 18:45,Premier League,2016/2017,4-2,2017-04-25 18:45:00,2,4,home
51,England,Liverpool,Crystal Palace,23.04. 15:30,Premier League,2016/2017,1-2,2017-04-23 15:30:00,2,1,away
52,England,Burnley,Manchester Utd,23.04. 13:15,Premier League,2016/2017,0-2,2017-04-23 13:15:00,2,0,away
53,England,Bournemouth,Middlesbrough,22.04. 14:00,Premier League,2016/2017,4-0,2017-04-22 14:00:00,0,4,home
54,England,Hull,Watford,22.04. 14:00,Premier League,2016/2017,2-0,2017-04-22 14:00:00,0,2,home
55,England,Swansea,Stoke,22.04. 14:00,Premier League,2016/2017,2-0,2017-04-22 14:00:00,0,2,home
56,England,West Ham,Everton,22.04. 14:00,Premier League,2016/2017,0-0,2017-04-22 14:00:00,0,0,draw
57,England,Middlesbrough,Arsenal,17.04. 19:00,Premier League,2016/2017,1-2,2017-04-17 19:00:00,2,1,away
58,England,Manchester Utd,Chelsea,16.04. 15:00,Premier League,2016/2017,2-0,2017-04-16 15:00:00,0,2,home
59,England,West Brom,Liverpool,16.04. 12:30,Premier League,2016/2017,0-1,2017-04-16 12:30:00,1,0,away
60,England,Southampton,Manchester City,15.04. 16:30,Premier League,2016/2017,0-3,2017-04-15 16:30:00,3,0,away
61,England,Crystal Palace,Leicester,15.04. 14:00,Premier League,2016/2017,2-2,2017-04-15 14:00:00,2,2,draw
62,England,Everton,Burnley,15.04. 14:00,Premier League,2016/2017,3-1,2017-04-15 14:00:00,1,3,home
63,England,Stoke,Hull,15.04. 14:00,Premier League,2016/2017,3-1,2017-04-15 14:00:00,1,3,home
64,England,Sunderland,West Ham,15.04. 14:00,Premier League,2016/2017,2-2,2017-04-15 14:00:00,2,2,draw
65,England,Watford,Swansea,15.04. 14:00,Premier League,2016/2017,1-0,2017-04-15 14:00:00,0,1,home
66,England,Tottenham,Bournemouth,15.04. 11:30,Premier League,2016/2017,4-0,2017-04-15 11:30:00,0,4,home
67,England,Crystal Palace,Arsenal,10.04. 19:00,Premier League,2016/2017,3-0,2017-04-10 19:00:00,0,3,home
68,England,Everton,Leicester,09.04. 15:00,Premier League,2016/2017,4-2,2017-04-09 15:00:00,2,4,home
69,England,Sunderland,Manchester Utd,09.04. 12:30,Premier League,2016/2017,0-3,2017-04-09 12:30:00,3,0,away
70,England,Bournemouth,Chelsea,08.04. 16:30,Premier League,2016/2017,1-3,2017-04-08 16:30:00,3,1,away
71,England,Manchester City,Hull,08.04. 14:00,Premier League,2016/2017,3-1,2017-04-08 14:00:00,1,3,home
72,England,Middlesbrough,Burnley,08.04. 14:00,Premier League,2016/2017,0-0,2017-04-08 14:00:00,0,0,draw
73,England,Stoke,Liverpool,08.04. 14:00,Premier League,2016/2017,1-2,2017-04-08 14:00:00,2,1,away
74,England,West Brom,Southampton,08.04. 14:00,Premier League,2016/2017,0-1,2017-04-08 14:00:00,1,0,away
75,England,West Ham,Swansea,08.04. 14:00,Premier League,2016/2017,1-0,2017-04-08 14:00:00,0,1,home
76,England,Tottenham,Watford,08.04. 11:30,Premier League,2016/2017,4-0,2017-04-08 11:30:00,0,4,home
77,England,Chelsea,Manchester City,05.04. 19:00,Premier League,2016/2017,2-1,2017-04-05 19:00:00,1,2,home
78,England,Liverpool,Bournemouth,05.04. 19:00,Premier League,2016/2017,2-2,2017-04-05 19:00:00,2,2,draw
79,England,Arsenal,West Ham,05.04. 18:45,Premier League,2016/2017,3-0,2017-04-05 18:45:00,0,3,home
80,England,Hull,Middlesbrough,05.04. 18:45,Premier League,2016/2017,4-2,2017-04-05 18:45:00,2,4,home
81,England,Southampton,Crystal Palace,05.04. 18:45,Premier League,2016/2017,3-1,2017-04-05 18:45:00,1,3,home
82,England,Swansea,Tottenham,05.04. 18:45,Premier League,2016/2017,1-3,2017-04-05 18:45:00,3,1,away
83,England,Manchester Utd,Everton,04.04. 19:00,Premier League,2016/2017,1-1,2017-04-04 19:00:00,1,1,draw
84,England,Burnley,Stoke,04.04. 18:45,Premier League,2016/2017,1-0,2017-04-04 18:45:00,0,1,home
85,England,Leicester,Sunderland,04.04. 18:45,Premier League,2016/2017,2-0,2017-04-04 18:45:00,0,2,home
86,England,Watford,West Brom,04.04. 18:45,Premier League,2016/2017,2-0,2017-04-04 18:45:00,0,2,home
87,England,Arsenal,Manchester City,02.04. 15:00,Premier League,2016/2017,2-2,2017-04-02 15:00:00,2,2,draw
88,England,Swansea,Middlesbrough,02.04. 12:30,Premier League,2016/2017,0-0,2017-04-02 12:30:00,0,0,draw
89,England,Southampton,Bournemouth,01.04. 16:30,Premier League,2016/2017,0-0,2017-04-01 16:30:00,0,0,draw
90,England,Burnley,Tottenham,01.04. 14:00,Premier League,2016/2017,0-2,2017-04-01 14:00:00,2,0,away
91,England,Chelsea,Crystal Palace,01.04. 14:00,Premier League,2016/2017,1-2,2017-04-01 14:00:00,2,1,away
92,England,Hull,West Ham,01.04. 14:00,Premier League,2016/2017,2-1,2017-04-01 14:00:00,1,2,home
93,England,Leicester,Stoke,01.04. 14:00,Premier League,2016/2017,2-0,2017-04-01 14:00:00,0,2,home
94,England,Manchester Utd,West Brom,01.04. 14:00,Premier League,2016/2017,0-0,2017-04-01 14:00:00,0,0,draw
95,England,Watford,Sunderland,01.04. 14:00,Premier League,2016/2017,1-0,2017-04-01 14:00:00,0,1,home
96,England,Liverpool,Everton,01.04. 11:30,Premier League,2016/2017,3-1,2017-04-01 11:30:00,1,3,home
97,England,Manchester City,Liverpool,19.03. 16:30,Premier League,2016/2017,1-1,2017-03-19 16:30:00,1,1,draw
98,England,Tottenham,Southampton,19.03. 14:15,Premier League,2016/2017,2-1,2017-03-19 14:15:00,1,2,home
99,England,Middlesbrough,Manchester Utd,19.03. 12:00,Premier League,2016/2017,1-3,2017-03-19 12:00:00,3,1,away
100,England,Bournemouth,Swansea,18.03. 17:30,Premier League,2016/2017,2-0,2017-03-18 17:30:00,0,2,home
101,England,Crystal Palace,Watford,18.03. 15:00,Premier League,2016/2017,1-0,2017-03-18 15:00:00,0,1,home
102,England,Everton,Hull,18.03. 15:00,Premier League,2016/2017,4-0,2017-03-18 15:00:00,0,4,home
103,England,Stoke,Chelsea,18.03. 15:00,Premier League,2016/2017,1-2,2017-03-18 15:00:00,2,1,away
104,England,Sunderland,Burnley,18.03. 15:00,Premier League,2016/2017,0-0,2017-03-18 15:00:00,0,0,draw
105,England,West Ham,Leicester,18.03. 15:00,Premier League,2016/2017,2-3,2017-03-18 15:00:00,3,2,away
106,England,West Brom,Arsenal,18.03. 12:30,Premier League,2016/2017,3-1,2017-03-18 12:30:00,1,3,home
107,England,Liverpool,Burnley,12.03. 16:00,Premier League,2016/2017,2-1,2017-03-12 16:00:00,1,2,home
108,England,Bournemouth,West Ham,11.03. 15:00,Premier League,2016/2017,3-2,2017-03-11 15:00:00,2,3,home
109,England,Everton,West Brom,11.03. 15:00,Premier League,2016/2017,3-0,2017-03-11 15:00:00,0,3,home
110,England,Hull,Swansea,11.03. 15:00,Premier League,2016/2017,2-1,2017-03-11 15:00:00,1,2,home
111,England,Manchester City,Stoke,08.03. 20:00,Premier League,2016/2017,0-0,2017-03-08 20:00:00,0,0,draw
112,England,West Ham,Chelsea,06.03. 20:00,Premier League,2016/2017,1-2,2017-03-06 20:00:00,2,1,away
113,England,Sunderland,Manchester City,05.03. 16:00,Premier League,2016/2017,0-2,2017-03-05 16:00:00,2,0,away
114,England,Tottenham,Everton,05.03. 13:30,Premier League,2016/2017,3-2,2017-03-05 13:30:00,2,3,home
115,England,Liverpool,Arsenal,04.03. 17:30,Premier League,2016/2017,3-1,2017-03-04 17:30:00,1,3,home
116,England,Leicester,Hull,04.03. 15:00,Premier League,2016/2017,3-1,2017-03-04 15:00:00,1,3,home
117,England,Stoke,Middlesbrough,04.03. 15:00,Premier League,2016/2017,2-0,2017-03-04 15:00:00,0,2,home
118,England,Swansea,Burnley,04.03. 15:00,Premier League,2016/2017,3-2,2017-03-04 15:00:00,2,3,home
119,England,Watford,Southampton,04.03. 15:00,Premier League,2016/2017,3-4,2017-03-04 15:00:00,4,3,away
120,England,West Brom,Crystal Palace,04.03. 15:00,Premier League,2016/2017,0-2,2017-03-04 15:00:00,2,0,away
121,England,Manchester Utd,Bournemouth,04.03. 12:30,Premier League,2016/2017,1-1,2017-03-04 12:30:00,1,1,draw
122,England,Leicester,Liverpool,27.02. 20:00,Premier League,2016/2017,3-1,2017-02-27 20:00:00,1,3,home
123,England,Tottenham,Stoke,26.02. 13:30,Premier League,2016/2017,4-0,2017-02-26 13:30:00,0,4,home
124,England,Watford,West Ham,25.02. 17:30,Premier League,2016/2017,1-1,2017-02-25 17:30:00,1,1,draw
125,England,Chelsea,Swansea,25.02. 15:00,Premier League,2016/2017,3-1,2017-02-25 15:00:00,1,3,home
126,England,Crystal Palace,Middlesbrough,25.02. 15:00,Premier League,2016/2017,1-0,2017-02-25 15:00:00,0,1,home
127,England,Everton,Sunderland,25.02. 15:00,Premier League,2016/2017,2-0,2017-02-25 15:00:00,0,2,home
128,England,Hull,Burnley,25.02. 15:00,Premier League,2016/2017,1-1,2017-02-25 15:00:00,1,1,draw
129,England,West Brom,Bournemouth,25.02. 15:00,Premier League,2016/2017,2-1,2017-02-25 15:00:00,1,2,home
130,England,Bournemouth,Manchester City,13.02. 20:00,Premier League,2016/2017,0-2,2017-02-13 20:00:00,2,0,away
131,England,Swansea,Leicester,12.02. 16:00,Premier League,2016/2017,2-0,2017-02-12 16:00:00,0,2,home
132,England,Burnley,Chelsea,12.02. 13:30,Premier League,2016/2017,1-1,2017-02-12 13:30:00,1,1,draw
133,England,Liverpool,Tottenham,11.02. 17:30,Premier League,2016/2017,2-0,2017-02-11 17:30:00,0,2,home
134,England,Manchester Utd,Watford,11.02. 15:00,Premier League,2016/2017,2-0,2017-02-11 15:00:00,0,2,home
135,England,Middlesbrough,Everton,11.02. 15:00,Premier League,2016/2017,0-0,2017-02-11 15:00:00,0,0,draw
136,England,Stoke,Crystal Palace,11.02. 15:00,Premier League,2016/2017,1-0,2017-02-11 15:00:00,0,1,home
137,England,Sunderland,Southampton,11.02. 15:00,Premier League,2016/2017,0-4,2017-02-11 15:00:00,4,0,away
138,England,West Ham,West Brom,11.02. 15:00,Premier League,2016/2017,2-2,2017-02-11 15:00:00,2,2,draw
139,England,Arsenal,Hull,11.02. 12:30,Premier League,2016/2017,2-0,2017-02-11 12:30:00,0,2,home
140,England,Leicester,Manchester Utd,05.02. 16:00,Premier League,2016/2017,0-3,2017-02-05 16:00:00,3,0,away
141,England,Manchester City,Swansea,05.02. 13:30,Premier League,2016/2017,2-1,2017-02-05 13:30:00,1,2,home
142,England,Tottenham,Middlesbrough,04.02. 17:30,Premier League,2016/2017,1-0,2017-02-04 17:30:00,0,1,home
143,England,Crystal Palace,Sunderland,04.02. 15:00,Premier League,2016/2017,0-4,2017-02-04 15:00:00,4,0,away
144,England,Everton,Bournemouth,04.02. 15:00,Premier League,2016/2017,6-3,2017-02-04 15:00:00,3,6,home
145,England,Hull,Liverpool,04.02. 15:00,Premier League,2016/2017,2-0,2017-02-04 15:00:00,0,2,home
146,England,Southampton,West Ham,04.02. 15:00,Premier League,2016/2017,1-3,2017-02-04 15:00:00,3,1,away
147,England,Watford,Burnley,04.02. 15:00,Premier League,2016/2017,2-1,2017-02-04 15:00:00,1,2,home
148,England,West Brom,Stoke,04.02. 15:00,Premier League,2016/2017,1-0,2017-02-04 15:00:00,0,1,home
149,England,Chelsea,Arsenal,04.02. 12:30,Premier League,2016/2017,3-1,2017-02-04 12:30:00,1,3,home
150,England,Manchester Utd,Hull,01.02. 20:00,Premier League,2016/2017,0-0,2017-02-01 20:00:00,0,0,draw
151,England,Stoke,Everton,01.02. 20:00,Premier League,2016/2017,1-1,2017-02-01 20:00:00,1,1,draw
152,England,West Ham,Manchester City,01.02. 19:45,Premier League,2016/2017,0-4,2017-02-01 19:45:00,4,0,away
153,England,Liverpool,Chelsea,31.01. 20:00,Premier League,2016/2017,1-1,2017-01-31 20:00:00,1,1,draw
154,England,Arsenal,Watford,31.01. 19:45,Premier League,2016/2017,1-2,2017-01-31 19:45:00,2,1,away
155,England,Bournemouth,Crystal Palace,31.01. 19:45,Premier League,2016/2017,0-2,2017-01-31 19:45:00,2,0,away
156,England,Burnley,Leicester,31.01. 19:45,Premier League,2016/2017,1-0,2017-01-31 19:45:00,0,1,home
157,England,Middlesbrough,West Brom,31.01. 19:45,Premier League,2016/2017,1-1,2017-01-31 19:45:00,1,1,draw
158,England,Sunderland,Tottenham,31.01. 19:45,Premier League,2016/2017,0-0,2017-01-31 19:45:00,0,0,draw
159,England,Swansea,Southampton,31.01. 19:45,Premier League,2016/2017,2-1,2017-01-31 19:45:00,1,2,home
160,England,Chelsea,Hull,22.01. 16:30,Premier League,2016/2017,2-0,2017-01-22 16:30:00,0,2,home
161,England,Arsenal,Burnley,22.01. 14:15,Premier League,2016/2017,2-1,2017-01-22 14:15:00,1,2,home
162,England,Southampton,Leicester,22.01. 12:00,Premier League,2016/2017,3-0,2017-01-22 12:00:00,0,3,home
163,England,Manchester City,Tottenham,21.01. 17:30,Premier League,2016/2017,2-2,2017-01-21 17:30:00,2,2,draw
164,England,Bournemouth,Watford,21.01. 15:00,Premier League,2016/2017,2-2,2017-01-21 15:00:00,2,2,draw
165,England,Crystal Palace,Everton,21.01. 15:00,Premier League,2016/2017,0-1,2017-01-21 15:00:00,1,0,away
166,England,Middlesbrough,West Ham,21.01. 15:00,Premier League,2016/2017,1-3,2017-01-21 15:00:00,3,1,away
167,England,Stoke,Manchester Utd,21.01. 15:00,Premier League,2016/2017,1-1,2017-01-21 15:00:00,1,1,draw
168,England,West Brom,Sunderland,21.01. 15:00,Premier League,2016/2017,2-0,2017-01-21 15:00:00,0,2,home
169,England,Liverpool,Swansea,21.01. 12:30,Premier League,2016/2017,2-3,2017-01-21 12:30:00,3,2,away
170,England,Manchester Utd,Liverpool,15.01. 16:00,Premier League,2016/2017,1-1,2017-01-15 16:00:00,1,1,draw
171,England,Everton,Manchester City,15.01. 13:30,Premier League,2016/2017,4-0,2017-01-15 13:30:00,0,4,home
172,England,Leicester,Chelsea,14.01. 17:30,Premier League,2016/2017,0-3,2017-01-14 17:30:00,3,0,away
173,England,Burnley,Southampton,14.01. 15:00,Premier League,2016/2017,1-0,2017-01-14 15:00:00,0,1,home
174,England,Hull,Bournemouth,14.01. 15:00,Premier League,2016/2017,3-1,2017-01-14 15:00:00,1,3,home
175,England,Sunderland,Stoke,14.01. 15:00,Premier League,2016/2017,1-3,2017-01-14 15:00:00,3,1,away
176,England,Swansea,Arsenal,14.01. 15:00,Premier League,2016/2017,0-4,2017-01-14 15:00:00,4,0,away
177,England,Watford,Middlesbrough,14.01. 15:00,Premier League,2016/2017,0-0,2017-01-14 15:00:00,0,0,draw
178,England,West Ham,Crystal Palace,14.01. 15:00,Premier League,2016/2017,3-0,2017-01-14 15:00:00,0,3,home
179,England,Tottenham,West Brom,14.01. 12:30,Premier League,2016/2017,4-0,2017-01-14 12:30:00,0,4,home
180,England,Tottenham,Chelsea,04.01. 20:00,Premier League,2016/2017,2-0,2017-01-04 20:00:00,0,2,home
181,England,Crystal Palace,Swansea,03.01. 20:00,Premier League,2016/2017,1-2,2017-01-03 20:00:00,2,1,away
182,England,Stoke,Watford,03.01. 20:00,Premier League,2016/2017,2-0,2017-01-03 20:00:00,0,2,home
183,England,Bournemouth,Arsenal,03.01. 19:45,Premier League,2016/2017,3-3,2017-01-03 19:45:00,3,3,draw
184,England,West Ham,Manchester Utd,02.01. 17:15,Premier League,2016/2017,0-2,2017-01-02 17:15:00,2,0,away
185,England,Everton,Southampton,02.01. 15:00,Premier League,2016/2017,3-0,2017-01-02 15:00:00,0,3,home
186,England,Manchester City,Burnley,02.01. 15:00,Premier League,2016/2017,2-1,2017-01-02 15:00:00,1,2,home
187,England,Sunderland,Liverpool,02.01. 15:00,Premier League,2016/2017,2-2,2017-01-02 15:00:00,2,2,draw
188,England,West Brom,Hull,02.01. 15:00,Premier League,2016/2017,3-1,2017-01-02 15:00:00,1,3,home
189,England,Middlesbrough,Leicester,02.01. 12:30,Premier League,2016/2017,0-0,2017-01-02 12:30:00,0,0,draw
190,England,Arsenal,Crystal Palace,01.01. 16:00,Premier League,2016/2017,2-0,2017-01-01 16:00:00,0,2,home
